Case Number,LADBS Inspection District,Address House Number,Address House Fraction Number,Address Street Direction,Address Street Name,Address Street Suffix,Address Street Suffix Direction,Address Zip,Date Case Generated,Date Case Closed,Parcel Identification Number (PIN),Case Type,Area Planning Commission (APC),Status of Case,Latitude/Longitude
920984,1141,10911,,S,ANZAC,AVE,,90059,07/03/0021,,088-5A215 253,GENERAL,South Los Angeles,O,"(33.93674, -118.23806)"
920345,3101,5817,,N,RANCHITO,AVE,,91401,07/01/0021,,174B153   216,GENERAL,South Valley,O,"(34.17634, -118.43581)"
928500,2130,3112,,N,GRIFFIN,AVE,,90031,08/26/0021,,141A223   110,GENERAL,East Los Angeles,O,"(34.08144, -118.21176)"
920768,8125,10833,,W,SATICOY,ST,,91352,07/03/0021,,186B173   245,PACE,North Valley,O,"(34.20859, -118.36701)"
916309,3123,,,,,,,,05/27/0021,,198B177   290,GENERAL,North Valley,O,
938983,3142,13312,,W,MINEOLA,ST,,91331,11/11/0021,,198B157   678,GENERAL,North Valley,O,"(34.23786, -118.42296)"
920996,1102,537,,E,28TH,AVE,,90291,07/03/0021,,106-5A147 406,GENERAL,West Los Angeles,O,"(33.9844, -118.46241)"
920358,2122,4624,,N,COLLEGE VIEW,AVE,,90041,07/01/0021,,159A221   132,GENERAL,East Los Angeles,O,"(34.13069, -118.22024)"
921041,1112,2018,,W,MARTIN LUTHER KING,BLVD,,90062,07/04/0021,,114B189   364,GENERAL,South Los Angeles,O,"(34.01068, -118.31614)"
920991,3113,6233,,N,CORBIN,AVE,,91367,07/03/0021,,177B117   304,GENERAL,South Valley,O,"(34.18354, -118.56247)"
920352,2203,1551,,N,VERMONT,AVE,,90027,07/01/0021,,147B197   521,CITATIONS,Central,O,"(34.09949, -118.29207)"
920467,1102,8375,,S,ZITOLA,TER,,90293,07/02/0021,,096B153   886,GENERAL,West Los Angeles,O,"(33.95735, -118.44123)"
909962,3142,8544,,N,SALOMA,AVE,,91402,04/21/0021,,192B149    80,GENERAL,North Valley,O,
939346,2301,516,,N,BANNING,BLVD,,90744,11/12/0021,,030B209   770,VEIP,Harbor,O,"(33.77633, -118.25678)"
920246,1201,8620,,S,BROADWAY,,,90003,06/30/0021,,097-5A203 406,CITATIONS,South Los Angeles,O,"(33.95951, -118.27799)"
928815,1201,2716,,W,54TH,ST,,90043,08/27/0021,,108B189   675,CITATIONS,South Los Angeles,O,"(33.99303, -118.32321)"
928398,1133,2104,,S,CRENSHAW,BLVD,,90018,08/25/0021,,126B185  1128,GENERAL,South Los Angeles,O,"(34.03876, -118.33145)"
928564,8121,3231,,W,ATWATER,AVE,,90039,08/26/0021,,153B209   808,PACE,East Los Angeles,O,"(34.1137, -118.25339)"
925105,8121,3334,,N,MARGUERITE,ST,,90065,08/06/0021,,154-5A215 240,PACE,East Los Angeles,O,"(34.11653, -118.23974)"
917094,3102,7821,,N,VANSCOY,AVE,,91605,05/29/0021,,189B161   733,GENERAL,North Valley,O,"(34.21302, -118.40681)"
917154,1112,4621,,S,GRAMERCY,PL,,90062,05/29/0021,,111B189   705,GENERAL,South Los Angeles,O,"(34.00116, -118.31397)"
916426,2123,4328,,E,BEAGLE,ST,,90032,05/27/0021,,141A229   396,GENERAL,East Los Angeles,O,"(34.07938, -118.19152)"
916315,4105,6241,,N,LAUREL CANYON,BLVD,,91606,05/27/0021,,177B165  1094,CNAP,South Valley,O,"(34.18412, -118.39671)"
916800,1133,2404,,S,7TH,AVE,,90018,05/28/0021,,123B189   330,GENERAL,South Los Angeles,O,"(34.03516, -118.32468)"
928361,3102,6545,,N,KRAFT,AVE,,91606,08/25/0021,,180B169   663,GENERAL,South Valley,O,"(34.1899, -118.38027)"
939208,4400,19640,,W,SHERMAN,WAY,,91335,11/11/0021,,183B117    61,NAR,South Valley,O,"(34.20089, -118.56151)"
916707,2143,3610,,W,BELLEVUE,AVE,,90026,05/28/0021,,141A201   231,GENERAL,East Los Angeles,O,"(34.08018, -118.28367)"
919624,2143,261,,N,BONNIE BRAE,ST,,90026,06/23/0021,,136-5A207 179,GENERAL,Central,O,"(34.06821, -118.2665)"
920806,3111,22616,,W,OXNARD,ST,,91367,07/03/0021,,177B097   539,GENERAL,South Valley,O,"(34.17906, -118.61945)"
933269,4102,13840,,W,SHERMAN,WAY,,91405,09/29/0021,,183B153   163,CNAP,South Valley,O,"(34.20103, -118.43467)"
928822,2301,5223,,W,IMPERIAL,HWY,,90045,08/27/0021,,087B173   144,VEIP,West Los Angeles,O,"(33.93108, -118.3707)"
928505,2121,3822,,E,OLYMPIC,BLVD,,90023,08/26/0021,,118-5A229  80,GENERAL,East Los Angeles,O,"(34.01865, -118.19256)"
921036,3123,6900,,W,FOOTHILL,BLVD,,91042,07/04/0021,,202-5A201 619,GENERAL,North Valley,O,"(34.24765, -118.28201)"
920535,8126,8834,,N,CRANFORD,AVE,,91352,07/02/0021,,195B165   435,PACE,North Valley,O,"(34.22999, -118.40577)"
933306,3131,16611,,W,ROSCOE,PL,,91343,09/30/0021,,192B137   283,GENERAL,North Valley,O,"(34.22138, -118.49442)"
928428,2113,6121,,N,YARMOUTH,AVE,,91335,08/26/0021,,177B129   344,GENERAL,South Valley,O,"(34.18122, -118.5197)"
928827,8126,11800,,W,PENDLETON,ST,,91352,08/27/0021,,192B169   194,PACE,North Valley,O,"(34.22583, -118.39026)"
920738,8137,256,,W,14TH,ST,,90731,07/03/0021,,012B201   102,PACE,Harbor,O,"(33.73161, -118.28256)"
920802,1132,3901,,S,BUCKINGHAM,ROAD,,90008,07/03/0021,,117B181   472,GENERAL,South Los Angeles,O,"(34.01608, -118.34089)"
928343,8131,1719,,S,CENTRE,ST,,90731,08/25/0021,,012B201   537,PACE,Harbor,O,"(33.72833, -118.28371)"
933575,3123,10241,,W,LA TUNA CANYON,ROAD,,91352,10/01/0021,,195B177    27,GENERAL,North Valley,O,"(34.23421, -118.35406)"
928429,2113,17033,,W,COTTER,PL,,91436,08/26/0021,,162B133    43,GENERAL,South Valley,O,"(34.14353, -118.50404)"
939397,1201,2526,,S,HILL,ST,,90007,11/14/0021,,121-5A205 202,CITATIONS,South Los Angeles,O,"(34.02609, -118.27043)"
929093,3113,21801,,W,VENTURA,BLVD,,91367,08/28/0021,,174B105    57,GENERAL,South Valley,O,"(34.16858, -118.60267)"
928758,2102,10333,,W,WOODBRIDGE,ST,,91602,08/26/0021,,165B177   582,GENERAL,South Valley,O,"(34.14856, -118.356)"
928826,8126,11807,,W,PENDLETON,ST,,91352,08/27/0021,,192B169   164,PACE,North Valley,O,"(34.22582, -118.39067)"
928353,3132,12462,,N,BRADFORD,PL,,91344,08/25/0021,,219B129   419,GENERAL,North Valley,O,"(34.29655, -118.51548)"
929139,2130,2730,,N,SIERRA,ST,,90031,08/28/0021,,139-5A225  10,GENERAL,East Los Angeles,O,"(34.07853, -118.20148)"
939374,8201,3177,,W,OLYMPIC,BLVD,,90006,11/12/0021,,129B193   274,NAR,Central,O,"(34.05276, -118.30569)"
929097,8126,12105,,W,ART,ST,,91352,08/28/0021,,195B165   482,PACE,North Valley,O,"(34.22967, -118.39659)"
939369,2121,2124,,E,VIOLET,ST,,90021,11/12/0021,,123A217    83,GENERAL,Central,O,"(34.03238, -118.22898)"
929365,8126,8831,,N,LANKERSHIM,BLVD,,91352,08/29/0021,,195B169   339,PACE,North Valley,O,"(34.22995, -118.38797)"
928357,1201,11605,,W,PICO,BLVD,,90064,08/25/0021,,123B153   556,CITATIONS,West Los Angeles,O,"(34.03267, -118.44403)"
929436,8126,11831,,W,SNELLING,ST,,91352,08/29/0021,,195B169   164,PACE,North Valley,O,"(34.23265, -118.39132)"
928900,2143,1431,,W,EWING,ST,,90026,08/27/0021,,144A211   336,GENERAL,East Los Angeles,O,"(34.08721, -118.24797)"
929274,2143,214,,S,BENTON,WAY,,90057,08/28/0021,,136-5A203 186,GENERAL,Central,O,"(34.06832, -118.2785)"
938860,4400,1263,,W,TEMPLE,ST,,90026,11/10/0021,,136-5A209 349,NAR,East Los Angeles,O,"(34.06637, -118.25408)"
928499,4106,212,,N,MARIPOSA,AVE,,90004,08/26/0021,,138B197   428,CNAP,Central,O,"(34.07577, -118.29926)"
929059,3101,7651,,N,MELITA,AVE,,91605,08/28/0021,,186B157   117,GENERAL,North Valley,O,"(34.20961, -118.422)"
928397,2101,5270,,W,LOS FRANCISCOS,WAY,,90027,08/25/0021,,153B193   466,GENERAL,Central,O,"(34.11135, -118.30583)"
928649,2101,3233,,N,OAKSHIRE,DR,,90068,08/26/0021,,159B181   775,GENERAL,South Valley,O,"(34.12859, -118.35092)"
928352,2203,6118,,W,PICO,BLVD,,90035,08/25/0021,,129B173   217,CITATIONS,Central,O,"(34.0528, -118.37452)"
929313,3111,20601,,W,OXNARD,ST,,91367,08/29/0021,,177B109     3,GENERAL,South Valley,O,
928816,2301,901,,N,GOODRICH,AVE,,90744,08/27/0021,,033B213   840,VEIP,Harbor,O,"(33.78292, -118.23809)"
928784,2103,1155,,N,SUNSET HILLS,ROAD,,90069,08/27/0021,,144B169   444,GENERAL,Central,O,"(34.09153, -118.39233)"
928743,2121,3800,,E,OLYMPIC,BLVD,,90023,08/26/0021,,118-5A229  82,GENERAL,East Los Angeles,O,"(34.01865, -118.19299)"
928333,8131,1619,,S,CENTRE,ST,,90731,08/25/0021,,012B201   449,PACE,Harbor,O,"(33.72924, -118.2837)"
928869,8126,8441,,N,RINCON,AVE,,91352,08/27/0021,,192B169   440,PACE,North Valley,O,"(34.2226, -118.39231)"
928898,2130,2301,,N,GRIFFIN,AVE,,90031,08/27/0021,,138A223   217,GENERAL,East Los Angeles,O,"(34.07209, -118.21188)"
929273,3113,5843,,N,BECKFORD,AVE,,91356,08/28/0021,,174B117    15,GENERAL,South Valley,O,"(34.17702, -118.55161)"
928821,2101,3412,,N,BARHAM,BLVD,,90068,08/27/0021,,159B181   167,GENERAL,Central,O,"(34.1335, -118.34346)"
928535,8120,2405,,N,ECHO PARK,AVE,,90026,08/26/0021,,145-5A211  68,PACE,East Los Angeles,O,"(34.09442, -118.24817)"
935913,3143,14655,,W,COHASSET,ST,,91405,10/20/0021,,186B149   323,GENERAL,South Valley,O,"(34.20675, -118.4528)"
928903,8120,1607,,W,LANDA,ST,,90039,08/27/0021,,147A213   235,PACE,East Los Angeles,O,"(34.0952, -118.24746)"
939161,8120,6057,,N,SIMPSON,AVE,,91606,11/11/0021,,177B169   626,PACE,South Valley,O,"(34.18101, -118.389)"
763031,8201,8220,,W,FOOTHILL,BLVD,,91040,04/09/0017,,204B193   153,SIGNS,North Valley,O,"(34.25945, -118.31212)"
774370,8201,6835,,W,FOOTHILL,BLVD,,91042,06/21/0017,,202-5A201 539,SIGNS,North Valley,O,"(34.24785, -118.28061)"
825481,8201,12500,,W,RIVERSIDE,DR,,91604,08/18/0018,,168B165   530,SIGNS,South Valley,O,"(34.15744, -118.40588)"
851258,8201,14434,,W,VENTURA,BLVD,,91423,03/23/0019,,166-5A151 169,SIGNS,South Valley,O,"(34.1504, -118.44716)"
863631,8201,11046,,W,MAGNOLIA,BLVD,,91601,05/26/0019,,171B173   609,SIGNS,South Valley,O,"(34.16478, -118.3721)"
886584,8201,13060,,N,GLENOAKS,BLVD,,91342,11/10/0019,,222B149   143,SIGNS,North Valley,O,"(34.30787, -118.44972)"
887447,8201,12610,,N,GLENOAKS,BLVD,,91342,11/21/0019,,219B153   134,SIGNS,North Valley,O,"(34.29941, -118.43887)"
887990,8132,1519,,N,RONAN,AVE,,90744,11/27/0019,,036B205   759,PACE,Harbor,O,"(33.7935, -118.27322)"
891061,8201,11589,,W,TUXFORD,ST,,91352,01/17/0020,,192B169   223,SIGNS,North Valley,O,"(34.22532, -118.38425)"
891069,8201,6920,,W,FOOTHILL,BLVD,,91042,01/17/0020,,202-5A201 602,SIGNS,North Valley,O,"(34.24761, -118.28265)"
891384,8132,1523,,N,BAY VIEW,AVE,,90744,01/23/0020,,036B205   737,PACE,Harbor,O,"(33.79364, -118.27111)"
891398,8132,1547,,N,BAY VIEW,AVE,,90744,01/23/0020,,036B205   630,PACE,Harbor,O,"(33.79432, -118.27117)"
917497,1132,3646,,S,HILLCREST,DR,,90016,06/05/0021,,117B181    86,GENERAL,South Los Angeles,O,"(34.02, -118.34309)"
902271,3142,8350,,N,POOLE,AVE,,91352,01/09/0021,,192B177   447,GENERAL,North Valley,O,"(34.22287, -118.36273)"
892388,8132,1666,,N,RAVENNA,AVE,,90744,02/01/0020,,036B205   182,PACE,Harbor,O,"(33.79699, -118.26911)"
892389,8132,1667,,N,RAVENNA,AVE,,90744,02/01/0020,,036B205   185,PACE,Harbor,O,"(33.79697, -118.26943)"
899733,8201,13711,,W,FOOTHILL,BLVD,,91342,06/19/0020,,222B157    26,SIGNS,North Valley,O,"(34.30892, -118.4319)"
899740,8201,13924,,W,FOOTHILL,BLVD,,91342,06/19/0020,,225B153   342,SIGNS,North Valley,O,"(34.31229, -118.43695)"
899801,8201,611,,S,BROADWAY,,,90014,06/20/0020,,129A211   151,SIGNS,Central,O,"(34.04644, -118.25245)"
900411,8201,6165,,W,SANTA MONICA,BLVD,,90038,07/22/0020,,144B189   640,SIGNS,Central,O,"(34.09088, -118.32392)"
922216,4101,4537,,W,16TH,PL,,90019,07/16/0021,,129B185  1187,CNAP,South Los Angeles,O,"(34.04653, -118.33604)"
923565,1133,4004,,S,CHERRYWOOD,AVE,,90008,07/28/0021,,114B185   140,GENERAL,South Los Angeles,O,"(34.01174, -118.33006)"
939475,1100,2493,,S,WESTGATE,AVE,,90064,11/14/0021,,120B149   138,GENERAL,West Los Angeles,O,"(34.02797, -118.44687)"
924770,8137,276,1/2,W,9TH,ST,,90731,08/05/0021,,015B201   361,PACE,Harbor,O,"(33.73614, -118.28302)"
924593,2121,1066,,N,DUNDAS,ST,,90063,08/04/0021,,130-5A227 260,GENERAL,East Los Angeles,O,"(34.05137, -118.19492)"
939285,3121,10139,,N,EL DORADO,AVE,,91331,11/12/0021,,204B161   449,GENERAL,North Valley,O,"(34.25444, -118.41285)"
925416,2102,181,,N,MCCADDEN,PL,,90004,08/07/0021,,138B185   114,GENERAL,Central,O,"(34.07587, -118.33741)"
938846,8137,1205,,S,MESA,ST,,90731,11/10/0021,,015B201   686,PACE,Harbor,O,"(33.73312, -118.28586)"
935942,2203,1727,,S,SANTEE,ST,,90015,10/20/0021,,123A207   145,CITATIONS,South Los Angeles,O,"(34.03091, -118.26187)"
936283,8120,6224,,N,RADFORD,AVE,,91606,10/21/0021,,177B169   267,PACE,South Valley,O,"(34.18379, -118.39201)"
925284,2131,4220,,N,DIVISION,ST,,90065,08/07/0021,,154-5A221 384,GENERAL,East Los Angeles,O,"(34.11601, -118.22011)"
924356,2121,1739,,S,TRINITY,ST,,90015,08/04/0021,,121-5A209  24,GENERAL,South Los Angeles,O,"(34.02888, -118.25905)"
936207,2103,13434,,W,CHANDLER,BLVD,,91401,10/21/0021,,171B157   140,GENERAL,South Valley,O,"(34.16823, -118.42581)"
925564,2121,1218,,S,LONG BEACH,AVE,,90021,08/08/0021,,121-5A213 113,GENERAL,Central,O,"(34.02732, -118.24097)"
925243,2121,3640,,E,WHITTIER,BLVD,,90023,08/06/0021,,120A227     2,GENERAL,East Los Angeles,O,"(34.02484, -118.19479)"
936094,8121,3001,,N,FINCH,ST,,90039,10/20/0021,,153A207   273,PACE,East Los Angeles,O,"(34.11213, -118.26088)"
939373,2101,3728,,N,BROADLAWN,DR,,90068,11/12/0021,,159B177   464,GENERAL,South Valley,O,"(34.13125, -118.3585)"
924788,3123,6500,,W,FOOTHILL,BLVD,,91042,08/05/0021,,201A203   198,GENERAL,North Valley,O,"(34.2448, -118.2736)"
933111,8121,3523,,W,MADERA,AVE,,90039,09/29/0021,,154-5A207 374,PACE,East Los Angeles,O,"(34.11635, -118.26113)"
936180,3113,5074,,N,LLANO,DR,,91364,10/21/0021,,168B101    57,GENERAL,South Valley,O,"(34.16038, -118.60914)"
924823,4106,1346,,W,5TH,ST,,90017,08/05/0021,,132A207   228,CNAP,Central,O,"(34.05542, -118.26301)"
917325,3113,20040,,W,VENTURA,BLVD,,91364,06/04/0021,,174B113   598,GENERAL,South Valley,O,
924412,1100,3927,,S,MARCASEL,AVE,,90066,08/04/0021,,111B157    26,GENERAL,West Los Angeles,O,"(34.00449, -118.42587)"
917286,2130,,,,,,,,06/03/0021,,145-5A221 272,GENERAL,East Los Angeles,O,
924365,8125,10918,,W,LULL,ST,,91352,08/04/0021,,186B173   174,PACE,North Valley,O,"(34.20925, -118.36875)"
924975,1101,350,,N,BELLINO,DR,,90272,08/05/0021,,129B117   169,GENERAL,West Los Angeles,O,"(34.0453, -118.56201)"
925067,2121,3137,,E,11TH,ST,,90023,08/06/0021,,118-5A223  51,GENERAL,East Los Angeles,O,"(34.01975, -118.21143)"
936269,8120,6241,,N,RADFORD,AVE,,91606,10/21/0021,,177B169   196,PACE,South Valley,O,"(34.18434, -118.39228)"
939207,2121,3030,,E,WINTER,ST,,90063,11/11/0021,,129A227   304,GENERAL,East Los Angeles,O,"(34.04689, -118.19704)"
936049,1100,838,,S,LINCOLN,BLVD,,90291,10/20/0021,,111B145   960,GENERAL,West Los Angeles,O,"(33.99906, -118.4627)"
939281,2130,2819,,E,FREDERICK,ST,,90065,11/12/0021,,148-5A217 390,GENERAL,East Los Angeles,O,"(34.10004, -118.23331)"
936670,3123,11091,,W,MCBROOM,ST,,91040,10/24/0021,,204B173   182,GENERAL,North Valley,O,"(34.25532, -118.37259)"
936729,1133,1824,,S,FAIRFAX,AVE,,90019,10/24/0021,,126B173   513,GENERAL,South Los Angeles,O,"(34.04232, -118.36935)"
925283,2122,3875,,N,FILION,ST,,90065,08/07/0021,,156A217    26,GENERAL,East Los Angeles,O,"(34.12363, -118.2335)"
924991,3142,10225,,N,VENA,AVE,,91331,08/05/0021,,204B153   433,GENERAL,North Valley,O,"(34.25638, -118.43702)"
929140,1124,1544,,E,51ST,ST,,90011,08/28/0021,,111A213   303,GENERAL,South Los Angeles,O,"(33.99652, -118.24617)"
939209,4400,20455,,W,SHERMAN,WAY,,91306,11/11/0021,,183B109    59,NAR,South Valley,O,"(34.20127, -118.57918)"
939286,1112,1742,,W,51ST,PL,,90062,11/12/0021,,108B193    37,GENERAL,South Los Angeles,O,"(33.99587, -118.30832)"
938910,8201,8705,,N,SUNLAND,BLVD,,91352,11/10/0021,,195B173   556,SIGNS,North Valley,O,"(34.22783, -118.36644)"
924817,1113,1340,,W,FLORENCE,AVE,,90044,08/05/0021,,102B197  1240,GENERAL,South Los Angeles,O,"(33.97437, -118.29953)"
925288,2103,3483,,N,WOODCLIFF,ROAD,,91403,08/07/0021,,159B145   346,GENERAL,South Valley,O,"(34.13316, -118.46385)"
936211,1122,1740,,E,23RD,ST,,90058,10/21/0021,,117A213   134,GENERAL,South Los Angeles,O,"(34.01575, -118.24162)"
924556,1122,4154,,S,DORSEY,ST,,90011,08/04/0021,,114A211   118,GENERAL,South Los Angeles,O,"(34.00764, -118.24831)"
924756,3113,7247,,N,ARIEL,AVE,,91335,08/04/0021,,186B121  1012,GENERAL,South Valley,O,"(34.20262, -118.54584)"
936563,2133,739,,N,NORTH MAIN,ST,,90012,10/23/0021,,133-5A215 199,GENERAL,Central,O,"(34.05923, -118.23716)"
925515,8120,2202,,N,PRINCETON,AVE,,90026,08/08/0021,,145-5A211 421,PACE,East Los Angeles,O,"(34.09106, -118.248)"
924338,8137,230,,W,9TH,ST,,90731,08/04/0021,,015B201   368,PACE,Harbor,O,"(33.73613, -118.2821)"
925247,3123,9303,,,SCOTMONT,DR,,91042,08/07/0021,,198B201   410,GENERAL,North Valley,O,
925401,2102,10868,,W,BLOOMFIELD,ST,,91602,08/07/0021,,165B173   483,GENERAL,South Valley,O,"(34.14918, -118.3675)"
938864,1101,1215,,S,BROCKTON,AVE,,90025,11/10/0021,,126B145    40,GENERAL,West Los Angeles,O,"(34.04538, -118.46492)"
924357,2131,821,,N,AVENUE 50,,,90042,08/04/0021,,153A223   182,GENERAL,East Los Angeles,O,"(34.11384, -118.20806)"
925565,3113,,,,,,,,08/08/0021,,168B117   566,GENERAL,South Valley,O,
929194,1112,1616,,W,24TH,ST,,90007,08/28/0021,,123B197   534,GENERAL,South Los Angeles,O,"(34.03439, -118.29805)"
928296,3101,11628,,W,PICTURESQUE,DR,,91604,08/25/0021,,162B169   798,GENERAL,South Valley,O,"(34.13879, -118.38526)"
817307,8511,6200,,W,HOLLYWOOD,BLVD,,90028,06/06/0018,,,BILLBOARDS,,O,"(34.10136, -118.32459)"
817309,8511,6200,,W,HOLLYWOOD,BLVD,,90028,06/06/0018,,,BILLBOARDS,,O,"(34.10136, -118.32459)"
939347,1112,1481,,W,48TH,ST,,90062,11/12/0021,,111B193   703,GENERAL,South Los Angeles,O,"(34.00021, -118.30295)"
921106,2101,2866,,N,WESTBROOK,AVE,,90046,07/07/0021,,156B177   482,GENERAL,South Valley,O,"(34.12254, -118.36127)"
933851,3132,19057,,W,KILFINAN,PL,,91326,10/02/0021,,219B121    60,GENERAL,North Valley,O,"(34.29675, -118.54935)"
921804,1122,713,,E,27TH,ST,,90011,07/12/0021,,118-5A207  17,GENERAL,South Los Angeles,O,"(34.0206, -118.26135)"
939202,1131,158,,S,HARVARD,BLVD,,90004,11/11/0021,,138B193  1211,GENERAL,Central,O,"(34.07205, -118.304)"
934004,3122,13058,,W,JOUETT,ST,,91331,10/03/0021,,207B161   214,GENERAL,North Valley,O,"(34.26539, -118.41734)"
921415,2101,2331,,N,ALLVIEW,TER,W,90068,07/09/0021,,151-5A191 106,GENERAL,Central,O,"(34.11067, -118.3196)"
921373,3123,9979,,N,TUJUNGA CANYON,BLVD,,91042,07/09/0021,,202-5A203 197,GENERAL,North Valley,O,"(34.24953, -118.27968)"
939398,2111,2423,,S,BEVERLY,DR,,90034,11/14/0021,,126B165   641,GENERAL,West Los Angeles,O,"(34.04093, -118.39538)"
933846,3201,14538,,W,VANOWEN,ST,,91405,10/02/0021,,180B149    12,CITATIONS,South Valley,O,"(34.19371, -118.45015)"
921264,8121,3225,,N,DREW,ST,,90065,07/08/0021,,154-5A213  25,PACE,East Los Angeles,O,"(34.11915, -118.24453)"
921411,1142,767,,W,27TH,ST,,90731,07/09/0021,,009B197   956,GENERAL,Harbor,O,"(33.71957, -118.29368)"
921174,3111,7527,,N,MASON,AVE,,91306,07/08/0021,,186B109   368,GENERAL,South Valley,O,"(34.20732, -118.57991)"
921799,1122,716,,E,27TH,ST,,90011,07/11/0021,,118-5A207  73,GENERAL,South Los Angeles,O,"(34.02034, -118.26133)"
933096,8137,364,,W,11TH,ST,,90731,09/29/0021,,015B201   561,PACE,Harbor,O,"(33.73433, -118.28492)"
921416,1112,3791,,S,NORMANDIE,AVE,,90007,07/09/0021,,117B193   745,GENERAL,South Los Angeles,O,"(34.01771, -118.30038)"
933500,8121,3357,,W,MADERA,AVE,,90039,09/30/0021,,153B209   682,PACE,East Los Angeles,O,"(34.11442, -118.25884)"
921287,8121,3149,,N,DREW,ST,,90065,07/08/0021,,154-5A213  81,PACE,East Los Angeles,O,"(34.11845, -118.24554)"
921795,3142,8923,,N,KESTER,AVE,,91402,07/11/0021,,195B149   198,GENERAL,North Valley,O,"(34.23253, -118.4576)"
921599,2130,140,,N,AVENUE 25,,,90031,07/10/0021,,139-5A221 114,GENERAL,East Los Angeles,O,"(34.07721, -118.21719)"
921458,3111,21801,,W,ROSCOE,BLVD,,91304,07/09/0021,,192B105   579,GENERAL,North Valley,O,"(34.21987, -118.60303)"
928441,1131,1370,,S,HUDSON,AVE,,90019,08/26/0021,,129B185   867,GENERAL,Central,O,"(34.04928, -118.33792)"
921805,1122,720,,E,27TH,ST,,90011,07/12/0021,,118-5A207  84,GENERAL,South Los Angeles,O,"(34.02023, -118.26109)"
921107,2130,3122,,E,DARWIN,AVE,,90031,07/08/0021,,136-5A223 273,GENERAL,East Los Angeles,O,"(34.06749, -118.20817)"
921561,1143,12915,,S,HOOVER,ST,,90247,07/10/0021,,081B197   401,GENERAL,Harbor,O,"(33.91489, -118.28721)"
928938,1111,4532,,W,DON MILAGRO,DR,,90008,08/27/0021,,114B181   273,GENERAL,South Los Angeles,O,"(34.00899, -118.35247)"
929092,2302,1708,,N,ALEXANDRIA,AVE,,90027,08/28/0021,,147B197   199,VEIP,Central,O,"(34.10213, -118.29819)"
921806,1122,712,,E,27TH,ST,,90011,07/12/0021,,118-5A207  66,GENERAL,South Los Angeles,O,"(34.02037, -118.26141)"
921637,3121,15616,,W,PLUMMER,ST,,91343,07/10/0021,,198B141    99,GENERAL,North Valley,O,"(34.24266, -118.47223)"
921760,3111,7302,,N,LOMA VERDE,AVE,,91303,07/11/0021,,186B109   938,GENERAL,South Valley,O,"(34.20306, -118.58944)"
921286,8121,3150,,N,DREW,ST,,90065,07/08/0021,,154-5A213 113,PACE,East Los Angeles,O,"(34.11816, -118.24544)"
921369,1201,4209,,W,WASHINGTON,BLVD,,90019,07/08/0021,,126B185   927,CITATIONS,South Los Angeles,O,"(34.04003, -118.33134)"
921557,4105,10439,,W,TUXFORD,ST,,91352,07/09/0021,,198B177   195,CNAP,North Valley,O,"(34.23561, -118.35847)"
921181,1101,15021,,W,SUNSET,BLVD,,90272,07/08/0021,,126B129   129,GENERAL,West Los Angeles,O,"(34.04448, -118.52203)"
921320,8130,473,,W,17TH,ST,,90731,07/08/0021,,012B197   628,PACE,Harbor,O,"(33.72867, -118.2874)"
929314,3131,17826,,W,STRATHERN,ST,,91335,08/29/0021,,189B129   468,GENERAL,South Valley,O,"(34.21552, -118.52171)"
921727,3123,10542,,N,PINEWOOD,AVE,,91042,07/11/0021,,207B201   293,GENERAL,North Valley,O,"(34.26072, -118.28563)"
933873,1111,3416,,W,71ST,ST,,90043,10/02/0021,,102B185   717,GENERAL,South Los Angeles,O,"(33.97555, -118.33158)"
921798,2303,5127,,S,VERMONT,AVE,,90037,07/11/0021,,111B197  1437,VEIP,South Los Angeles,O,"(33.99618, -118.29167)"
936305,3131,17524,,W,NAPA,ST,,91325,10/21/0021,,195B129   548,GENERAL,North Valley,O,"(34.2272, -118.51673)"
933894,3201,6102,1/2,N,VINELAND,AVE,,91606,10/02/0021,,177B173   761,CITATIONS,South Valley,O,
921372,3123,9614,,N,CREEMORE,PL,,91042,07/09/0021,,198B205   158,GENERAL,North Valley,O,"(34.24182, -118.27223)"
921560,1143,1215,,N,RONAN,AVE,,90744,07/10/0021,,033B205   526,GENERAL,Harbor,O,"(33.78697, -118.27275)"
921763,3111,7751,,N,ALABAMA,AVE,,91304,07/11/0021,,189B105   467,GENERAL,South Valley,O,"(34.21149, -118.59955)"
921108,3123,10350,,N,CLYBOURN,AVE,,91040,07/08/0021,,204B173    74,GENERAL,North Valley,O,"(34.25805, -118.36983)"
921315,8130,457,,W,17TH,ST,,90731,07/08/0021,,012B201   501,PACE,Harbor,O,"(33.72866, -118.28692)"
921325,2203,1346,,N,LAS PALMAS,AVE,,90028,07/08/0021,,147A185   277,CITATIONS,Central,O,"(34.09571, -118.3362)"
921376,3123,11441,,N,ORO VISTA,AVE,,91040,07/09/0021,,213B189    32,GENERAL,North Valley,O,"(34.27791, -118.3164)"
936367,1131,3216,1/2,W,16TH,PL,,90019,10/22/0021,,126B189   450,GENERAL,South Los Angeles,O,"(34.04254, -118.31945)"
